UID	dby    DBY7286 Low-Pi vs. High-Pi||dby    	pho4c  PHO4c vs. wild type||pho4c  	pho80  pho80 mutant vs wild type||pho80  	"pho81  PHO81c vs. wild type, exp.1||pho81  "	"pho812 PHO81c vs. wild type, exp.2||pho812 "	pho85  pho85 delete vs. wild type||pho85  	"lowpho NBW7 strain High-Pi vs. Low-Pi, exp.2||lowpho "	"nbw    NBW7 strain low-Pi vs. High-Pi, exp.1||nbw    "
YMR285C	-0.15	0	-0.15	0.03	-0.08	-0.67	0.31	0.04
YOR147W	0.2	-0.13	0.49	0.04	0.02	-0.36	0.04	0.24
YDL033C	-0.14	0.32	-0.82	0.12	0.14	-0.42	0.07	-0.15
YEL008W	-0.26	-0.34	-0.11	-0.41	0.34	-0.28	0.38	-0.29
YGR112W	0.4	0.06	0.07	0.79	0.36	-0.04	0.33	0.09
YJL093C	0.46	0.36	0.28	-0.36	0.62	-0.45	1.06	0.05
YMR288W	0.03	0.05	-0.02	0.18	0.11	-0.64	0.14	-0.04
YOR149C	0.21	-0.04	0.39	0.43	0.05	0.07	0.27	0.2
YMR254C	0.82	0.45	0.17	0.81	0.57	0.03	1.16	-2.17
YGR114C	0.34	0.29	0.3	0	0.31	-0.37	0.38	0.28
YJL095W	0.14	-0.03	-0.1	-0.86	0.51	-0.74	-0.01	-0.24
YMR290C	-0.8	0.05	0.39	0.17	-0.05	-1.14	0.33	0.01
YOR151C	0.04	0.12	0.15	-0.23	0.09	-1.02	0.18	0.13
YDL037C	-0.49	0.48	1.04	0.15	0.16	-0.13	0.83	1.05
YMR293C	0.24	-0.08	-0.16	0.19	-0.06	-0.13	0.02	0.27
YOR153W	0.42	0.07	0.61	-0.29	0.26	-0.55	0.94	1.19
YEL049W	0.29	0	-0.32	0.33	0.82	0.36	1.31	-0.11
YJL135W	-0.31	0.34	-0.2		-0.05	0.11	0.27	-0.31
YNL006W	0.26	0.03	-0.09	0.15	0.14	2.03	0.41	0.17
YOR191W	0.3	-0.02	0.26	-0.68	0.29	-0.81	0.38	0.39
YDR248C	0.62	0.41	0.45	0.04	0.77	0.79	0.96	0.35
YAL053W	0.07	0.87	0.84	-0.7	0.85		-1.06	-1.44
YDL077C	-0.3	0.2	0.02	0.17	0.6	-0.32	0.39	0.14
YEL051W	0.07	-0.34	0.07	0.28	0.16	0.38	0.86	0.02
YGR156W	0.14	-0.04	0.19	0.2	0.34	0.08	0.48	-0.21
YJL137C	0.4	0.22	0.04		0.29	0.08	3.21	-0.05
YOR193W	0.32	0.15	0.14	-0.05	-0.03	0.08	0.29	-0.16
YAL068C	0.38	0.15	-0.3	0.21	0.77		0.92	-0.08
YAL055W	0	-0.12	0.95	-0.29	0.09	-0.34	1.08	-0.07
YDL079C	-0.44	-0.06	0.18	0.12	0.35	-0.09	0.88	-0.12
YEL053C	-0.11	0.24	-0.06	0.27	0.17	-0.34	0.76	0.17
YGR158C	-0.3	0.18	0.11	-0.05	0.05	-0.34	0.17	-0.23
YJL139C	0.32	0.17	0.27	0.64	0.38	0.27	1.01	0.19
YNL010W	0.17	-0.23	0.32	0.69	-0.06	-0.25	0.62	-0.24
YOR195W	-0.13	-0.16	0.17	-0.89	-0.03	-0.68	0.32	0.16
YMR006C	0.02	0.01	0.59	0.42	-0.12		1.3	-0.04
YDL081C	-0.89	-0.92	0.33	-0.18	0.04	-0.16	0.99	-0.39
YEL055C	-0.36	0.16	0.3		0.17	-1.27	0.55	0.11
YGR160W	-1.01	-1.02	0.21	-1.1	-0.17	-0.88	0.6	0.1
YPR168W	0.29	-0.48	0.17	0.19	0.28	-0.11	0.46	-2.27
YJL141C	1.09	0.35	0.31	1.18	0.97	0.2	1.02	0.86
YNL012W	0.57	0.12	0.13	4.94	-0.15	0.47	-0.29	-0.04
YOR197W	0.01	0.28	0.31	0.45	0.5	-0.22	0.39	0.25
YML052W	0.18	-0.25	0.57	0.14	-0.52	-0.32	0.23	-0.25
YGR162W	-0.28	0.36	0.17	-0.38	0.26	-1.37	0.62	0.17
YJL143W	0.15	0	0.57	0.86	0.08	-0.23	0.81	-0.34
YNL014W	-0.39	-0.7	0.05		0.46	-0.53	0.52	-0.59
YOR199W	-0.31	0.24	0.1	-0.3	0.23	-0.87	0.18	-0.6
YMR085W	1.19	0.24	-0.06	0.5	2.06	0.73	0.27	-0.13
YDL085W	-0.22	0.6	2.09		0.65	-1.08	0.22	0.23
YJL145W	-0.29	-0.31	0.26	0.37	-0.06	-0.3	0.62	-0.17
YOR201C	-0.44	-0.1	0.31	-0.49	-0.13	-1.1	0.13	-0.35
YBR161W	1.03	0.24	0.57	0.59	0.42	0.64	1.36	0.23
YDR163W	-0.2	-0.32	0.28	0.15	-0.1	-0.12	0.68	0.08
YHR142W	-0.03	-0.02	0.1	0.05	-0.06	-0.07	0.54	-0.05
YKL084W	0.04	0.02	0.17	1.53	0.09	-0.47	0.48	-0.09
YNR003C	-0.81	-0.23	0.2	0.06	-0.13	-0.76	-0.07	0.09
YPL133C	-0.04	-0.11	0	-0.27	-0.13	-0.58	-0.1	0.12
YBR162W-A	0.06	0	1.31	0.07	0.22	0.24	0.75	0.28
YDR165W	-0.68	-0.18	0.33	0	-0.11	-0.79	0.4	0.03
YFR044C	0.41	0.26	0.48	0.89	0.42	-0.4	1.19	-0.32
YHR143W	0.55	-0.38	1.11	0.11	0.01	-0.87	0.94	0.39
YNR005C	0.38	0.14	-0.27		0.32	-0.83	-1.26	0.28
YPL135W	-0.04	-0.11	0.01	0.45	-0.07	0.52	0.29	-0.21
YFL029C	-0.97	0.58	0.12	1.54	1.75	-0.58	0.42	0.31
YBR164C	0.16	0.17	-0.07		0.27	2.75	-0.36	-0.11
YDR167W	-0.33	-0.28	0.35	0.3	-0.12	-0.09	0.3	-0.02
YFR046C	0.1	0.02	0.17	0.38	0.09	-0.07	0.65	-0.07
YHR145C	0.53	0.81	0.42	0.07	0.81	-0.15	0.56	-0.25
YKL088W	0.03	-0.03	0.17	-0.15	0.21	-0.74	0.68	0.15
YNR007C	0.47	0.23	0.02	1.08	0.23	-0.01	-2.03	0
YPL137C	0.21	-0.54	-0.31		0.36	-0.3	-0.01	0.68
YBR166C	-0.04	0.25	0.73		0.04	-0.15	0.83	-0.07
YDR169C	0.57	0.25	0.52	0.79	0.71	0	0.69	0.21
YFR048W	0.04	0.11	0.02	0.07	0.05	-0.42	0.68	0.18
YHR147C	0.15	0.08	0.14	0.35	0.04	-0.38	0.45	-0.07
YKL090W	0.21	-0.36	0.02	-0.08	0.07	0.07	0.11	0.1
YPL139C	0.26	-0.01	0.13	0.28	0.22	-0.31	0.15	-0.02
YFR050C	0.41	-0.18	0.19	0.51	0.14	0.12	0.84	0.07
YHR149C	-0.29	0.03	0.1	-0.41	0.25	-1.29	0.92	0.28
YKL092C	0.62	-0.05	0.37	1	0.71	-0.43	0.48	1.5
YNR011C	-0.01	0.32	-0.1	-0.12	0.07	-0.6		0.03
YPL141C	0.08	-0.2	-0.2	-0.4	-0.26	-1.09	-0.81	-0.08
YER010C	-0.1	-0.25	1.6	0.82	-0.25	-0.08	0.25	-0.14
YBR170C	0.42	0.08	0.12	-0.35	0.46	0.4	0.93	-0.04
YHR151C	-0.05	0.12	0.1	-0.43	0.17	-0.71	0.56	-0.12
YKL094W	0.38	0.2	0.32	0.88	0.36	0.54	0.53	-0.02
YGR184C	0.55	0.58	0.22	0.22	1	-0.35	0.23	-0.11
YNR013C	0.31	0.18	0.45	0.19	0.55	0.08		0.6
YPL143W	-0.47	-0.69	0.17	-0.19	-0.33	-0.69	0.42	-0.11
YER025W	-0.02	0.22	0.58	0.37	0.37	-0.41	0.89	0.28
YDR211W	-0.16	0.2	0.33	-0.12	0.27	-0.71	0.53	0.1
YHR189W	0.37	-0.07	-0.51	0.02	0.54	0.12	0.62	0.75
YKL131W	0.46	0.07	-0.12	0.08	0.12	0.36	0.99	0
YGR254W	0.28	0.29	0.12	0.86	0.76	0.41	1.74	-0.41
YNR051C	0.27	0.34	0.3	0.24	0.25	-0.43	0.34	0.19
YER041W	0.08	-0.17	-0.39	0.07	0.03	-0.31	-0.18	-0.19
YBR210W	0.23	-0.29	0.09	0.39	0.18	1.02	0.68	0.19
YDR213W	-0.16	0.2	0.11	0.64	1.43	0.29	1.18	0.21
YGL035C	0.67	0.1	0.31	0.38	0.13	-0.1	0.06	-0.09
YHR191C	0.17	0.04	0.13	0.26	0.39	-0.23	1.05	-0.03
YKL133C	0.74	0.06	-0.23	0.53	0.31	0.93	0.22	-0.07
YGR284C	0.42	-0.29	0.47	0.46	0	0.42	1.04	0.04
YNR053C	-1.26	0.41	0.05	-0.06	-0.15	-1.32	-0.16	-0.24
YPL183C	-0.77	0.41	-0.14	-0.58	-0.21	-1.14	-0.2	0.03
YGL037C	1.06	-0.07	0.57	1.15	0.25	1.23	1.53	0.46
YHR193C	-0.05	-0.39	0.52	0.1	-0.06	-0.48	0.96	-0.08
YKL135C	0.5	0.03	0.38	0.06	0.14	-0.25	0.51	0.52
YNR055C	-0.1	0.04	0.18	-0.14	-0.2	-0.62	-0.07	0.11
YPL185W	0.69	0.44	-0.1	-0.21	0.15	-0.2	-0.08	-0.12
YBL018C	-0.33	0.18	0.14	0.26	0.01	0.34	0.93	-0.16
YBR214W	1	0.36	0.18	1.48	1.57	0.54	0.38	0.35
YDR217C	-0.19	0	0.21	-0.61	0.29	-0.57	0.52	0.02
YER069W	-0.37	0.66	0.07	0.49	0.56	-0.02		0.25
YGL039W	0.21	0.46	0.28	0.76	0.45	0.24	0.89	-0.14
YHR195W	0.4	-0.02	0.07	-0.13	0.25	-0.33	1.09	0.04
YKL137W	0.36	-0.06	0.2	0.38	0.1	-0.19	0.53	0.1
YNR057C	-0.11	0.18	-0.28	-0.23	0.19	0.02	-0.79	0.02
YPL187W	0.25	-0.26	-0.34	0.29	0.6	0.17	-1.12	-0.23
YDR471W	0.08	-1.83	0.12	1.95	-0.19	-0.29	0.58	0.99
YBR216C	0.37	0.31	0.21	0.44	0.3	0.56	0.71	0.12
YGL041C	0.14	0.14	0.29	0.74	0.32	-0.09	0.61	-0.02
YHR197W	-0.86	0.27	-0.04	-0.82	0.1	-1.69	0.62	-0.07
YKL139W	-0.11	0.24	0.1	0.01	0.22	-0.08	0.31	0.04
YNR059W	0.43	0.39	-0.03	1.11	1.08	1.12	-0.12	-0.03
YPL189W	-0.52	-0.02	0.29	-0.72	0.13	-1.63	0.77	-0.1
YHR008C	0.62	-0.01	0.04	-0.51	1.04	-0.63	0.68	-0.52
YGL103W	-0.43	-0.22	0.04	-0.1	-0.31	-0.88	0.02	-0.23
YHR199C	0.21	0.41	-0.06	-0.18	0.69	-0.11	1.26	-0.2
YKL141W	0.67	-0.31	1.01	1.34	-0.08	0.33	1.31	-0.11
YNR061C	0.12	-0.21	0.14	0.23	-0.12	-0.42	0.32	-0.06
YPL191C	0.33	0.09	0.02	0.28	0.28	0.06	0.14	-0.14
YDR067C	-0.21	-0.23	0.59		0.07	-0.41	0.77	-0.2
YHR047C	0.32	-0.37	-0.09	-0.07	0.88	-0.18	1.04	0.24
YJR151C	0.69	-0.41	0.25	0.35	1.85	-0.17	1.92	1.48
YER029C	-0.3	-0.43	0.41	-0.29	-0.11	-0.38	0.32	0.03
YLR357W	-0.03	0.09	0.08	0.87	0.5	-1.35	0.28	-0.6
YNL246W	-0.12	0.15	0.06	0.14	0.16	-0.31		-0.01
YPL037C	-0.15	-0.56	0.15	0.48	-0.3	-0.84	0.53	-0.09
YBR069C	-0.07	0.49	0.61		0.79	0.99	2.09	0.68
YDR069C	1.33	-1.42	0.33	-1.74	0.8	-0.87	0.08	0.17
YHR049W	0.04	-0.5	0.38	0.47	-0.3	-0.53	0.88	-0.07
YJR153W	0.25	0.07	-0.1	0.15	0.07	-0.05	-0.71	-0.02
YLR359W	0.02	0.2	0.37	1.06	0.32	0.69	0.78	0.15
YNL248C	-0.84	-0.36	0.24	-0.26	-0.37	-1.24		-0.05
YPL039W	-0.07	-0.32	0.14		0.25	-0.49	0.53	-0.02
YBR071W	0.23	-0.08	0.87		0.94	-0.17	0.57	-0.02
YDR071C	0.73	-0.24	0.47		-0.05	-0.06	0.73	0.12
YER059W	0.12	-0.23	-0.1	0.1	-0.23	-0.39	0.14	0.11
YHR051W	0.66	-0.04	0.86	2.18	0.16	-0.1	0.68	0.09
YJR155W	0.14	0.09	-0.02	0.35	0.5	0.37	0.71	-0.02
YLR361C	0.38	0.39	0.17	0.36	0.33	-0.32	0.41	0.23
YNL250W	0.06	0.12	-0.05	-0.66	0.11	-0.47	0.01	-0.16
YPL041C	0.2	0.01	0.17	0.84	0.23	-0.22	0.26	0.19
YBR073W	-0.08	0.38	0.16	0.05	0.54	0.21	0.26	0.04
YDR073W	1.25	0.2	0.26	-1.33	0.46	-0.35	1.31	-0.12
YER073W	-0.27	0.62	0.18	0.27	0.69	-0.3		0.16
YHR053C	-0.54	-1.06	0.07	-0.68	-0.42	1.67	1.11	0.5
YJR157W	-0.09	0.52	-0.21	0.36	0.38	0.04	0.83	0.09
YLR363C	0.44	0.07	0.36	0.92	0.21	-0.18	0.33	0.06
YNL252C	-0.11	0.03	-0.39	-0.16	-0.22	-0.93	-0.12	-0.23
YPL043W	-1.07	0.21	0.27	-0.11	-0.16	-1.81	0.05	-0.03
YBR075W	0.44	0.52	0.05	0.37	1.1	-0.14	1.44	0.23
YER088C	0.31	0.32	0.06	0.04	0.76	-0.07	1.19	0.37
YFL023W	-0.88	0.24	0.16	-0.12	0.38	-0.9	0.35	-0.04
YHR055C	-0.5	-1.17	0.1	-0.78	-0.43	1.36	1.09	0.41
YJR159W	0.49	0.25	-0.35	0.53	0.44	0.22	0.22	-0.29
YNL254C	-0.5	-0.08	-0.02	-0.39	-0.28	-0.57	-0.5	0.1
YPL045W	0.14	0.12	0.06	-0.25	-0.07	-0.26	0.23	0
YBR077C	0.58	-0.16	0.56	0.6	0.66	0.78	1.12	-0.33
YHR057C	0.46	0.15	0.31	1.13	0.41	0.22	0.66	-0.38
YJR161C	0.58	0.21	0.65	1.11	0.97	1.02	0.92	0.01
YLR367W	-0.14	-0.08	0.38	0.54	-0.02	-0.22	0.8	0
YNL256W	-0.46	-0.06	0.13	-0.62	-0.15	-0.52	0.04	0
YCR097W-A	0.1	-0.26	0.01	0.03	0.08	-0.38	0.19	-0.13
YDR115W	0.16	-0.08	0.21	0.33	0.22	-0.16	0.69	-0.28
YHR094C	1.02	0.63	0.42	0.81	0.6	-0.22	1.67	0.34
YLR405W	-0.2	-0.06	0.09	0.25	-0.05	-0.27	0.44	-0.06
YNL294C	0.2	0.27	0.06	0.19	0.16	0.32	0.76	-0.07
YBR115C	0.01	0.4	0.66	0	0.95	1.5	1.27	0.28
YDR117C	0.24	0.04	-0.17	0.1	0.19	-0.27	0.67	0.07
YHR096C	1.04	0.2	0.29	0.89	0.44	0.44	1.11	0.29
YKL038W	0.56	0.52	-0.17	-0.94	0.87	-0.33	0.86	0.12
YLR407W	-0.47	-0.32	0.13	0.13	0.03	-0.38	0.38	-0.19
YNL296W	0.39	-0.42	-0.1	-1.01	0.01	-0.55	-0.01	0.4
YPL087W	0.66	0.02	0.44	1.06	0.64	0.58	0.84	0.02
YBR117C	0.3	0.18	0.48	0.32	0.26	0.71	1	-0.44
YHR098C	0.81	-0.5	0.31	2.7	0.65	-0.13	0.75	3.14
YKL040C	0.21	-0.12	0.43	0.06	0.04	-0.26	0.66	-0.14
YLR409C	-0.55	0.52	0.54	0.18	0.27	-0.73	0.65	0.43
YNL298W	0.2	0.09	0.27	-0.17	0.18	-0.73	-0.71	0.08
YPL089C	0	0.31	0.18	2.73	1	-0.16	0.56	-0.15
YDR121W	-0.76	-0.98	-0.02	-0.11	-0.3	-1.06	0.68	-0.04
YFR001W	-0.73	-0.68	0.27	-0.85	-0.12	-0.65	0.53	0.14
YHR100C	-0.18	0.08	0.16	0.48	0.26	-0.09	0.73	-0.18
YKL042W	0.25	-0.02	0.31	-0.17	0.51	-0.6	0.92	-0.3
YLR411W	0.18	0.06	-0.24	0.67	0.41	0.07	0.18	0
YNL300W	0.13	0.06	-0.56	-0.23	0.27	-0.64	0.51	0.17
YPL091W	0.41	0.19	0.32	0.32	0.09	-0.29	0.58	-0.05
YBR121C	0.17	0.41	0.55	0.36	0.49	0.54	0.96	-0.01
YFR003C	0.43	-0.21	0.24	0.01	0.24	0.04	0.89	-0.1
YHR102W	0.27	0.32	0.02	0.19	0.99	-0.55	0.47	-0.55
YKL044W	1.01	1.09	-0.13	-0.51	0.93	-0.04	0.97	-0.17
YLR413W	-0.01	-0.04	0.55	-0.03	-0.08	-0.9	0.46	0.44
YNL302C	-0.31	-0.17	0.12	0.3	-0.38	-0.65	0.46	-0.11
YFR005C	0.14	0.06	0.11	-0.01	0.12	-0.4	0.65	0.12
YHR104W	2.01	1.24	0.38	2.81	1.25	2	1.68	0.18
YKL046C	0.38	0.54	0.3	-0.06	0.71	-0.45	1.15	-0.02
YNL304W	0.1	0.12	0.05	0.42	0.06	-0.56	0.48	-0.18
YPL095C	0.3	0.14	0.24	0.32	-0.04	-0.1	0.22	-0.26
YCR059C	1.09	0.02	0.69		0.72	-0.35	1.98	1.58
YDR451C	-0.23	0.01	0.31	0.52	0.53	-0.86	0.25	-0.3
YIR034C	0.72	0.56	0.58	1.62	0.97	1.07	0.93	0.14
YPR138C	0.43	1.21	0.13		0.93	-0.5	-0.46	-1.48
YCR061W	-2.16	-0.71	0.09	2.46	1.29	0.13		-1.42
YDR453C	0.62	0.35	0.56	2.3	1.77	0.63	1.54	0.2
YIR036C	0.3	0.42	-0.02	1.38	0.74	0.67	0.4	-0.26
YLL042C	-0.18	0.17	-0.02	0.11	-0.86	-0.21	0.59	-0.39
YMR178W	0.33	0.01	0.16	0.92	0.35	0.16	0.5	-0.04
YPR140W	0.12	0.18	0.1	0.13	0.1	-0.25	-0.23	-0.11
YCR063W	-0.66	-0.48	0.37		1.11	-0.74	2.27	-3.87
YDR455C	0.55	0.51	0.57	0.72	0.4	-0.17	0.86	0.39
YIR038C	0.94	0.22	0.02	1.51	0.91	0.68	0.88	-0.01
YLL044W	-0.05	-0.28	0.51	0.12	-0.08	-0.76	0.95	-0.08
YMR180C	0.38	0.17	0.04	1.08	0.47	0.31	-0.07	0.11
YPR142C	-0.84	-0.68	0.2	-0.49	-0.33	-0.92	0.2	0.1
YGR016W	0.37	1.38	0.12		0.58	2.81	0.17	-0.9
YIR040C	0.33	0.16	-0.2	0.63	0.74	0.34	0.43	0.25
YLL046C	0.17	-0.21	0.04	-0.69	0.08	-0.33	0.63	-0.53
YMR182C	-0.05	0	0.16	-0.28	0.21	0.4	0.21	0.13
YPR144C	-0.89	0	0.14	-0.15	-0.22	-1.29	-0.08	-0.16
YNR077C	0.25	0.16	-0.39	0.03	0.3	0.25		0.07
YCR067C	-0.18	-1.4	0.67		1.16	-1.45	0.44	1.02
YDR459C	0.23	0.03	0.19		0.49	-0.2	0.94	0.12
YGR018C	0.4	0.41	0.09		1.49	1	0.52	0.65
YIR042C	0.55	0.47	0.21	1.71	0.98	0.88	0.05	0
YLL048C	0.07	0.17	0.37	-1.05	0.39	-1.04	0.88	0.53
YMR184W	0.33	-0.23	0.25	0.63	0.5	0.31	0.5	-0.22
YPR146C	0.18	0.03	0.01	0.44	0.41	0.34	0.4	-0.25
YOL012C	0.47	0.3	0.62	0.43	0.22	-0.34	0.37	-0.17
YCR069W	0.83	0.43	0.45	0.68	1.27	-0.19	0.94	0.18
YDR461W	0.88	-0.66	0.54	0.58	0	0.84	0.91	0.54
YIR044C	0.56	0.14	0.3	1.5	0.81	0.78	0.83	0.28
YLL050C	0.49	0.1	0.5	-0.03	0.46	0.13	1.25	-0.17
YMR186W	0.18	-0.14	0.4	-0.01	0.2	0.59	0.74	0.4
YFR029W	0.33	0.41	0.14	-0.17	0.22	-0.8	0.68	-0.15
YPR148C	0.08	0.29	0.39	1.2	0.49	-1	0.53	-0.53
YOL014W	0.43	0.25	0.34	0.79	0.89	0.18	0.41	-0.09
YCR107W	0.71	0.48	0.29	-0.15	1.12	-0.21	0.85	-0.17
YDR499W	-0.25	-0.1	1.18		0	0.28	0.51	0.17
YJL038C	0.28	0.1		-0.36	-0.25	0.23	0.19	0.18
YLR021W	-0.21	-0.12	0.35	0.69	0.01	0.05	0.94	-0.17
YMR227C	0.05	0.13	0.37	0.01	0.16	-0.85	0.35	-0.07
YPR186C	-0.32	0.02	0.1	-0.44	-0.21	-0.58	0.11	-0.1
YCRX02C	0.62	0.77	0.31	-0.36	0.48	-0.38	0.87	0.8
YDR501W	0.6	0.67	1.6		1.53	1.78	0.6	0.41
YJL041W	0.18	0.44		0.13	0.52	-0.58	0.74	0.22
YLR023C	0.41	-0.01	0.46		0.2	-0.59	1.63	0.25
YMR229C	-0.62	0.45	0.26	-1.06	0.38	-1.09	0.35	-0.1
YGL003C	0.23	0.08	-0.11	0.04	0.05	-1.29	0	0.25
YPR188C	-0.08	-0.03	0.39	0.03	-0.34	-0.3	0.17	-0.17
YCRX04W	-0.37	-0.28	0.28	-0.22	-0.04	-0.83	0.39	0.1
YDR503C	0.22	0.16	0.51		0.39	0.34	0.52	-0.21
YGR062C	1.1	0.29	0.18	0.25	0.64	0.39	1.12	0.17
YJL043W	0.16	-0.27	-1.81	1.5	0.34	0.15	0.08	0.24
YLR025W	-0.07	-0.33	0.44	0.22	0.02	-0.26	0.62	0.18
YMR232W	0.29	0.16	-0.54	0.41	0.27	-0.3	-0.58	-0.31
YPR190C	-0.89	0.14	0.07	-0.85	-0.13	-1.41	0.32	-0.12
YPL161C	-0.23	-1.24	-0.03	1	0.09	-0.38	0.92	1.86
YGL019W	0.05	0.07	0.23	0.6	0.27	-0.41	0.71	-0.06
YCRX06W	-0.09	0.17	0.03	-0.42	0.49	-0.18	0.53	0.3
YDR505C	0.68	0.17	0.54	0.11	0.33	-0.17	1.17	0.63
YGR064W	-0.01	-0.36	0.47	0.44	-0.17	0.01	0.48	0.16
YJL045W	0.43	0.02	-0.34	0.6	0.73	0.38	0.28	0.32
YLR027C	0.34	0.14	0.34	0.76	0.47	0.52	1.52	0.02
YMR234W	-0.02	-0.13	0.08	-0.07	-0.17	-0.26	0.29	-0.16
YPR192W	-0.08	-0.08	-0.36	-0.52	0.13	-0.02	-0.09	0.24
YCRX08W	0.51	0.38	0.37	-0.76	1.37	0.33	1.52	-0.23
YGR066C	0.72	0.2	0.45		1.04	0.06	0.27	0.63
YJL047C	0.31	-0.07	-0.19	-0.04	0.3	-0.38	0.61	0.2
YLR029C	0.04	-0.38	0.45	0.49	0.25	-0.38	0.97	-0.02
YMR236W	0.02	0.04	0.24	-0.07	0	-0.53	0.46	-0.38
YPR194C	0.32	-0.76	0.49	-0.62	0.32	-0.42	0.39	-0.3
YCRX10W	0.49	0.45	0.26	-0.38	1	-0.89	0.94	-0.22
YGL051W	0.41	0.03	0.03	0.71	0.43	0.09	0.5	0.05
YJL049W	0.28	-0.01		0.33	0.67	0.28	0.48	-0.17
YMR238W	0.27	0.27	0.35	-0.36	0.43	0.3	0.44	-0.18
YDL039C	-0.7	0.5		0.56	0.14	-0.47	0.66	-0.12
YFR032C	-0.09	-0.23	0.31	-0.24	0	-0.76	0.92	0.1
YMR295C	0.24	-0.29	-0.07	0.72	0.19	0.08	0.18	0.03
YOR155C	0.92	0.77	0.73	1.12	0.74	0.15	-0.11	-0.02
YMR117C	0.27	0.08	-0.07	-0.32	-0.3	-1.31		0.34
YDL041W	-0.42	0.13	-0.18	-0.55	-0.12	-0.87	0.06	-0.11
YMR297W	0.91	0.26	0.4	0.65	0.28	0.18	0.78	0.25
YOR157C	0.11	0.37	-0.02	0.32	-0.06	-0.54	-0.03	-0.36
YML017W	0.07	-1.16	0.22	-0.61	-0.04	-1.71	0.72	0.82
YGL007W	0.21	0.23	0.05		0.28	-1.03	-0.55	0.45
YEL017W	-0.01	0.15		0.12	0.42	-0.06	0.79	-0.31
YMR299C	0.11	0.02	-0.01	0.37	-0.21	-0.39	-0.21	-0.2
YOR159C	-0.18	0.1	0.3	0.16	-0.28	-0.69	-0.24	-0.31
YER066C-A	1.71	0.23	0.42	0.25	0.26	0.06		0.41
YDL045C	0.12	-0.18	-0.09	0.18	-0.01	-0.37	-0.61	0.12
YGL023C	-0.14	0.37	-0.15	-0.07	0.34	-0.63	-0.17	-0.03
YEL019C	-0.01	-0.36	-0.04	-0.78	-0.27	-1.01	-0.4	0.11
YGR124W	0.1	0.18	0.06	0.38	0.09	-0.51	0.35	-0.1
YJL105W	0.08	-0.12	0.01	-0.68	-0.31	-1.08	0.46	-0.6
YMR301C	0.14	0.38	-0.08	-0.39	0.47	-0.7	-0.21	0.13
YOR161C	1.61	0.07	0.67	1.27	-0.04	0.09	0.66	0.39
YAL058C-A	0.14	0.43	0.02	0.08	0.45	-0.8		-0.67
YAL023C	0.53	0.36	-0.58	-1.75	0.22		0.2	0.39
YDL047W	0.12	-0.24	0.1	0.75	0.62	-0.24	0.63	-0.2
YEL021W	-0.51	0.06		0.01	-0.28	-0.9	0.4	-0.42
YGR126W	-0.12	-1.13	-0.22	-2.04	0.36	-0.69	-1.24	0.27
YJL107C	2.89	-0.11	0.11	0.04	0.25	-0.94	1.84	1.25
YMR303C	0.13	0.4	-0.3	0.58	0.44	0.17	0.93	-0.57
YOR163W	0.69	0.59	0.89	1.2	0.54	-0.02	-0.12	0.1
YHR092C	0.82	-0.18	0.22	0.19	-0.29	-0.41	0.83	0.06
YGL055W	-0.05	0.42	0.18	0.18	0.19	-1.61	0.75	0
YDL049C	0.15	-0.12	-0.3	-1.85	0.06	-0.45	-0.61	0.06
YGR128C	-0.94	0.02	0.07	-0.32	-0.29	-1.29	-0.17	-0.24
YJL109C	-0.16	-0.63	-0.67	-1.52	0.09	-1.45	0.75	0.46
YMR305C	0.21	-0.61	0.56	0.47	-0.23	-0.89	0.51	0.36
YIL125W	0.86	0.37	0.27	0.64	0.8	0.06	1.03	0.6
YOR165W	0.26	0.53	0.18	0.09	0.03	-0.97	0.06	-0.02
YHR001W-A	0.47	0.25	0.57	0.8	-0.25	-0.45	0.25	-0.26
YAL064W	0.48	-0.13		-0.74	0.05	0.46	-0.05	-0.27
YER104W	-0.17	0.17	-0.01	-0.15	0.04	-0.35	0.07	-0.28
YDL087C	-0.04	-0.17	1.81	2.14	-0.04	-0.29	-0.53	0.02
YGR092W	0.71	-0.74	-0.09	-0.39	0.51	1.58	0.81	-0.98
YJL147C	0.04	-0.01	0.01	0.83	-0.17	-0.67	-0.26	0.11
YNL018C	0.21	-0.42	-0.31		-0.31	0.13	-1.9	0.63
YOR203W	-0.51	0.11	1.01	-0.04	-0.09	-0.86	-0.09	-0.43
YHR049C-A	-0.07	0.06	0.03	-0.32	-0.26	-0.42	0.29	0.08
YDR179C	-0.1	-0.12	-0.07	-0.14	-0.23	-0.25	-0.22	0.32
YDL089W	0.38	-0.09	-0.19	0.19	0.15	-0.06	0.2	-0.07
YEL063C	-0.08	0.47	0.12	0.07	0.16	-0.66	0.46	-0.06
YJL149W	0.64	0.04	-0.07	0.33	0.19	-0.75	-0.18	0.15
YNL020C	0.61	0.72	0.47	0.94	0.83	0.04	0.05	0.05
YOR205C	-0.22	0.26	-0.11	-0.44	-0.34	-1.57	-0.19	-0.18
YML133C	0.36	0.38	0.25	-0.08	0.68	0.24	0.59	0.86
YAR002C-A	0.22	0.1	0.34	0.38	-0.03	-0.4	0.42	-0.07
YDL091C	0.23	-0.11	-0.27	0.3	-0.01	0.2	0.03	-0.02
YEL065W	-0.85	-0.11	-0.12	-0.89	-0.59	-0.63	0.77	-0.28
